scene	scene_path	level_file
White_Palace_20	Assets/Scenes/White Palace/White_Palace_20.unity	level383
Hive_01	Assets/Scenes/Hive/Hive_01.unity	level384
Hive_02	Assets/Scenes/Hive/Hive_02.unity	level385
Hive_03	Assets/Scenes/Hive/Hive_03.unity	level386
Hive_03_c	Assets/Scenes/Hive/Hive_03_c.unity	level387
Hive_04	Assets/Scenes/Hive/Hive_04.unity	level388
Hive_05	Assets/Scenes/Hive/Hive_05.unity	level389
Grimm_Divine	Assets/Scenes/Grimm/Grimm_Divine.unity	level390
Grimm_Main_Tent	Assets/Scenes/Grimm/Grimm_Main_Tent.unity	level391
Grimm_Main_Tent_boss	Assets/Scenes/Grimm/Grimm_Main_Tent_boss.unity	level392
Grimm_Nightmare	Assets/Scenes/Grimm/Grimm_Nightmare.unity	level393
Dream_Nailcollection	Assets/Scenes/Dream/Dream_Nailcollection.unity	level394
Dream_01_False_Knight	Assets/Scenes/Dream/Dream_01_False_Knight.unity	level395
Dream_02_Mage_Lord	Assets/Scenes/Dream/Dream_02_Mage_Lord.unity	level396
Dream_03_Infected_Knight	Assets/Scenes/Dream/Dream_03_Infected_Knight.unity	level397
Dream_04_White_Defender	Assets/Scenes/Dream/Dream_04_White_Defender.unity	level398
Dream_Mighty_Zote	Assets/Scenes/Dream/Dream_Mighty_Zote.unity	level399
Dream_Guardian_Hegemol	Assets/Scenes/Dream/Dream_Guardian_Hegemol.unity	level400
Dream_Guardian_Lurien	Assets/Scenes/Dream/Dream_Guardian_Lurien.unity	level401
Dream_Guardian_Monomon	Assets/Scenes/Dream/Dream_Guardian_Monomon.unity	level402
Cutscene_Boss_Door	Assets/Scenes/Cutscene_Boss_Door.unity	level403
Dream_Backer_Shrine	Assets/Scenes/Dream/Dream_Backer_Shrine.unity	level404
Dream_Room_Believer_Shrine	Assets/Scenes/Dream/Dream_Room_Believer_Shrine.unity	level405
Dream_Abyss	Assets/Scenes/Dream/Dream_Abyss.unity	level406
Dream_Final_Boss	Assets/Scenes/Dream/Dream_Final_Boss.unity	level407
Room_Final_Boss_Atrium	Assets/Scenes/Room_Final_Boss_Atrium.unity	level408
Room_Final_Boss_Core	Assets/Scenes/Room_Final_Boss_Core.unity	level409
Cinematic_Ending_A	Assets/Scenes/Cinematic_Ending_A.unity	level410
Cinematic_Ending_B	Assets/Scenes/Cinematic_Ending_B.unity	level411
Cinematic_Ending_C	Assets/Scenes/Cinematic_Ending_C.unity	level412
Cinematic_Ending_D	Assets/Scenes/Cinematic_Ending_D.unity	level413
Cinematic_Ending_E	Assets/Scenes/Cinematic_Ending_E.unity	level414
End_Credits	Assets/Scenes/End_Credits.unity	level415
Cinematic_MrMushroom	Assets/Scenes/Cinematic_MrMushroom.unity	level416
Menu_Credits	Assets/Scenes/Menu_Credits.unity	level417
End_Game_Completion	Assets/Scenes/End_Game_Completion.unity	level418
PermaDeath	Assets/Scenes/Data/PermaDeath.unity	level419
_test_cocoon_2	Assets/Scenes/Testing/_test_cocoon_2.unity	level420
PermaDeath_Unlock	Assets/Scenes/PermaDeath_Unlock.unity	level421
_test_cocoon_1	Assets/Scenes/Testing/_test_cocoon_1.unity	level422
GG_Waterways	Assets/Scenes/Gods_Glory/GG_Waterways.unity	level423
GG_Atrium	Assets/Scenes/Gods_Glory/GG_Atrium.unity	level424
GG_Broken_Vessel	Assets/Scenes/Gods_Glory/Bosses/GG_Broken_Vessel.unity	level425
GG_Brooding_Mawlek	Assets/Scenes/Gods_Glory/Bosses/GG_Brooding_Mawlek.unity	level426
GG_Collector	Assets/Scenes/Gods_Glory/Bosses/GG_Collector.unity	level427
GG_Crystal_Guardian	Assets/Scenes/Gods_Glory/Bosses/GG_Crystal_Guardian.unity	level428
GG_Crystal_Guardian_2	Assets/Scenes/Gods_Glory/Bosses/GG_Crystal_Guardian_2.unity	level429
GG_Dung_Defender	Assets/Scenes/Gods_Glory/Bosses/GG_Dung_Defender.unity	level430
GG_Failed_Champion	Assets/Scenes/Gods_Glory/Bosses/GG_Failed_Champion.unity	level431
GG_False_Knight	Assets/Scenes/Gods_Glory/Bosses/GG_False_Knight.unity	level432
GG_Flukemarm	Assets/Scenes/Gods_Glory/Bosses/GG_Flukemarm.unity	level433
GG_Ghost_Galien	Assets/Scenes/Gods_Glory/Bosses/GG_Ghost_Galien.unity	level434
GG_Ghost_Gorb	Assets/Scenes/Gods_Glory/Bosses/GG_Ghost_Gorb.unity	level435
GG_Ghost_Hu	Assets/Scenes/Gods_Glory/Bosses/GG_Ghost_Hu.unity	level436
GG_Ghost_Markoth	Assets/Scenes/Gods_Glory/Bosses/GG_Ghost_Markoth.unity	level437
GG_Ghost_Marmu	Assets/Scenes/Gods_Glory/Bosses/GG_Ghost_Marmu.unity	level438
GG_Ghost_No_Eyes	Assets/Scenes/Gods_Glory/Bosses/GG_Ghost_No_Eyes.unity	level439
GG_Ghost_Xero	Assets/Scenes/Gods_Glory/Bosses/GG_Ghost_Xero.unity	level440
GG_God_Tamer	Assets/Scenes/Gods_Glory/Bosses/GG_God_Tamer.unity	level441
GG_Grey_Prince_Zote	Assets/Scenes/Gods_Glory/Bosses/GG_Grey_Prince_Zote.unity	level442
GG_Grimm	Assets/Scenes/Gods_Glory/Bosses/GG_Grimm.unity	level443
GG_Grimm_Nightmare	Assets/Scenes/Gods_Glory/Bosses/GG_Grimm_Nightmare.unity	level444
GG_Gruz_Mother	Assets/Scenes/Gods_Glory/Bosses/GG_Gruz_Mother.unity	level445
GG_Hive_Knight	Assets/Scenes/Gods_Glory/Bosses/GG_Hive_Knight.unity	level446
GG_Hollow_Knight	Assets/Scenes/Gods_Glory/Bosses/GG_Hollow_Knight.unity	level447
GG_Hornet_1	Assets/Scenes/Gods_Glory/Bosses/GG_Hornet_1.unity	level448
GG_Hornet_2	Assets/Scenes/Gods_Glory/Bosses/GG_Hornet_2.unity	level449
GG_Lost_Kin	Assets/Scenes/Gods_Glory/Bosses/GG_Lost_Kin.unity	level450
GG_Lurker	Assets/Scenes/Gods_Glory/GG_Lurker.unity	level451
GG_Mantis_Lords	Assets/Scenes/Gods_Glory/Bosses/GG_Mantis_Lords.unity	level452
GG_Mega_Moss_Charger	Assets/Scenes/Gods_Glory/Bosses/GG_Mega_Moss_Charger.unity	level453
GG_Nailmasters	Assets/Scenes/Gods_Glory/GG_Nailmasters.unity	level454
GG_Nosk	Assets/Scenes/Gods_Glory/Bosses/GG_Nosk.unity	level455
GG_Oblobbles	Assets/Scenes/Gods_Glory/Bosses/GG_Oblobbles.unity	level456
GG_Painter	Assets/Scenes/Gods_Glory/GG_Painter.unity	level457
GG_Pipeway	Assets/Scenes/Gods_Glory/GG_Pipeway.unity	level458
GG_Radiance	Assets/Scenes/Gods_Glory/Bosses/GG_Radiance.unity	level459
GG_Sly	Assets/Scenes/Gods_Glory/GG_Sly.unity	level460
GG_Soul_Master	Assets/Scenes/Gods_Glory/Bosses/GG_Soul_Master.unity	level461
GG_Soul_Tyrant	Assets/Scenes/Gods_Glory/Bosses/GG_Soul_Tyrant.unity	level462
GG_Spa	Assets/Scenes/Gods_Glory/GG_Spa.unity	level463
GG_Traitor_Lord	Assets/Scenes/Gods_Glory/Bosses/GG_Traitor_Lord.unity	level464
GG_Unlock	Assets/Scenes/Gods_Glory/GG_Unlock.unity	level465
GG_Uumuu	Assets/Scenes/Gods_Glory/Bosses/GG_Uumuu.unity	level466
GG_Vengefly	Assets/Scenes/Gods_Glory/Bosses/GG_Vengefly.unity	level467
GG_Watcher_Knights	Assets/Scenes/Gods_Glory/Bosses/GG_Watcher_Knights.unity	level468
GG_White_Defender	Assets/Scenes/Gods_Glory/Bosses/GG_White_Defender.unity	level469
GG_Workshop	Assets/Scenes/Gods_Glory/GG_Workshop.unity	level470
Room_GG_Shortcut	Assets/Scenes/Gods_Glory/Room_GG_Shortcut.unity	level471
GG_End_Sequence	Assets/Scenes/Gods_Glory/GG_End_Sequence.unity	level472
GG_Atrium_Roof	Assets/Scenes/Gods_Glory/GG_Atrium_Roof.unity	level473
GG_Blue_Room	Assets/Scenes/Gods_Glory/GG_Blue_Room.unity	level474
GG_Engine	Assets/Scenes/Gods_Glory/GG_Engine.unity	level475
GG_Engine_Prime	Assets/Scenes/Gods_Glory/GG_Engine_Prime.unity	level476
GG_Engine_Root	Assets/Scenes/Gods_Glory/GG_Engine_Root.unity	level477
GG_Mage_Knight	Assets/Scenes/Gods_Glory/GG_Mage_Knight.unity	level478
GG_Vengefly_V	Assets/Scenes/Gods_Glory/Bosses/GG_Vengefly_V.unity	level479
GG_Entrance_Cutscene	Assets/Scenes/Gods_Glory/GG_Entrance_Cutscene.unity	level480
GG_Mighty_Zote	Assets/Scenes/Gods_Glory/Bosses/GG_Mighty_Zote.unity	level481
GG_Land_of_Storms	Assets/Scenes/Gods_Glory/GG_Land_of_Storms.unity	level482
GG_Boss_Door_Entrance	Assets/Scenes/Gods_Glory/GG_Boss_Door_Entrance.unity	level483
GG_Gruz_Mother_V	Assets/Scenes/Gods_Glory/Bosses/GG_Gruz_Mother_V.unity	level484
GG_Brooding_Mawlek_V	Assets/Scenes/Gods_Glory/Bosses/GG_Brooding_Mawlek_V.unity	level485
GG_Mantis_Lords_V	Assets/Scenes/Gods_Glory/Bosses/GG_Mantis_Lords_V.unity	level486
GG_Nosk_Hornet	Assets/Scenes/Gods_Glory/Bosses/GG_Nosk_Hornet.unity	level487
GG_Uumuu_V	Assets/Scenes/Gods_Glory/Bosses/GG_Uumuu_V.unity	level488
GG_Ghost_Gorb_V	Assets/Scenes/Gods_Glory/Bosses/GG_Ghost_Gorb_V.unity	level489
GG_Ghost_Markoth_V	Assets/Scenes/Gods_Glory/Bosses/GG_Ghost_Markoth_V.unity	level490
GG_Ghost_Marmu_V	Assets/Scenes/Gods_Glory/Bosses/GG_Ghost_Marmu_V.unity	level491
GG_Ghost_No_Eyes_V	Assets/Scenes/Gods_Glory/Bosses/GG_Ghost_No_Eyes_V.unity	level492
GG_Ghost_Xero_V	Assets/Scenes/Gods_Glory/Bosses/GG_Ghost_Xero_V.unity	level493
GG_Mage_Knight_V	Assets/Scenes/Gods_Glory/GG_Mage_Knight_V.unity	level494
GG_Collector_V	Assets/Scenes/Gods_Glory/Bosses/GG_Collector_V.unity	level495
GG_Nosk_V	Assets/Scenes/Gods_Glory/Bosses/GG_Nosk_V.unity	level496
GG_Wyrm	Assets/Scenes/Gods_Glory/GG_Wyrm.unity	level497
GG_Unn	Assets/Scenes/Gods_Glory/GG_Unn.unity	level498
GG_Door_5_Finale	Assets/Scenes/Gods_Glory/GG_Door_5_Finale.unity	level499
GG_Unlock_Wastes	Assets/Scenes/Gods_Glory/GG_Unlock_Wastes.unity	level500
