group	scene	gameobject_segment	fsm_name	fsm_id	relative_path	source_asset	content_hash
Deepnest	Deepnest_39.unity	Collapser_Small	collapse small	11811	Deepnest/Deepnest_39.unity/Collapser_Small__collapse_small__fsm_11811.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	22f3f67e6502c2fdf7b2d06933915e10de63d2140881d5b16524e2fffb7d4043
Deepnest	Deepnest_39.unity	Deep_Spikes__10	damages_enemy	11878	Deepnest/Deepnest_39.unity/Deep_Spikes__10__damages_enemy__fsm_11878.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	76359ef8903e3bd77c838ffe281e201e5daf2e90d1881d1713c76a312bc9bd7d
Deepnest	Deepnest_39.unity	Deep_Spikes__13	damages_enemy	11703	Deepnest/Deepnest_39.unity/Deep_Spikes__13__damages_enemy__fsm_11703.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	bb7ebe5a106aa5f539fdbd85c1a9c77904ca9f7acf32c8282e4cc2dcd53a08c4
Deepnest	Deepnest_39.unity	Deep_Spikes__14	damages_enemy	11650	Deepnest/Deepnest_39.unity/Deep_Spikes__14__damages_enemy__fsm_11650.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	6037717ad1930ddc2fdfd33dd501e113bb8a083fb51a7703ef61477d88d4a30c
Deepnest	Deepnest_39.unity	Deep_Spikes__1	damages_enemy	11890	Deepnest/Deepnest_39.unity/Deep_Spikes__1__damages_enemy__fsm_11890.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	cadf4add188a4f020bae5a7583577e4a89df69919fc1589ad014027ad5b83ec9
Deepnest	Deepnest_39.unity	Deep_Spikes__26	damages_enemy	11955	Deepnest/Deepnest_39.unity/Deep_Spikes__26__damages_enemy__fsm_11955.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	c9eb7f5a34500aae82298fce2bbf7e15b9630d774bbade3625c2044a942643bb
Deepnest	Deepnest_39.unity	Deep_Spikes__2	damages_enemy	11999	Deepnest/Deepnest_39.unity/Deep_Spikes__2__damages_enemy__fsm_11999.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	c3c7754a53f90541ce6e4c6f0d48acfe5eb407f54fad2204df1d6235577d0521
Deepnest	Deepnest_39.unity	Deep_Spikes__33	damages_enemy	11851	Deepnest/Deepnest_39.unity/Deep_Spikes__33__damages_enemy__fsm_11851.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	915f0448496c329db399f5e6b83e5bb50f7e08a1485c1c3987adb232abf2994a
Deepnest	Deepnest_39.unity	Deep_Spikes__36	damages_enemy	11939	Deepnest/Deepnest_39.unity/Deep_Spikes__36__damages_enemy__fsm_11939.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	c0f72d81434aca961754baece1d09c45d648ac5bc9e10a70972c1b4b58d1e9ab
Deepnest	Deepnest_39.unity	Deep_Spikes__37	damages_enemy	11708	Deepnest/Deepnest_39.unity/Deep_Spikes__37__damages_enemy__fsm_11708.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	90e2465e505a139bd9d62de9acc64ff40599f62113878980414c44d84b4e88d0
Deepnest	Deepnest_39.unity	Deep_Spikes__4	damages_enemy	11813	Deepnest/Deepnest_39.unity/Deep_Spikes__4__damages_enemy__fsm_11813.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	f328e0e1323baf84fb03ef1808ff0c78641620615d3bec6920bb7d09a89438e3
Deepnest	Deepnest_39.unity	Deep_Spikes__8	damages_enemy	12009	Deepnest/Deepnest_39.unity/Deep_Spikes__8__damages_enemy__fsm_12009.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	61306436c5934b390ecc7b35b734a05935c99375ca5de0c752650c124bc94d38
Deepnest	Deepnest_39.unity	Deep_Spikes	damages_enemy	12003	Deepnest/Deepnest_39.unity/Deep_Spikes__damages_enemy__fsm_12003.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	2fd421cb7162b182b52f7ff30c00784688997265f243b1638ecdc61cea30c500
Deepnest	Deepnest_39.unity	Dream_Dialogue	npc_dream_dialogue	11659	Deepnest/Deepnest_39.unity/Dream_Dialogue__npc_dream_dialogue__fsm_11659.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	95ea514973c4f816a4557fcb107064132ef2e6348982f314ecaca4f17f65096d
Deepnest	Deepnest_39.unity	Dream_Dialogue	npc_dream_dialogue	12205	Deepnest/Deepnest_39.unity/Dream_Dialogue__npc_dream_dialogue__fsm_12205.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	593c79bff67fd5f9bad3b4487bc4e4f91c971ac8e0058932ac279a075e0e3b1e
Deepnest	Deepnest_39.unity	Dream_Gate_Set_Lock	Control	12587	Deepnest/Deepnest_39.unity/Dream_Gate_Set_Lock__Control__fsm_12587.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	6d262e90fcde9926c869b506ef59ef090e1b98bdfbb0879e88fefac40aaabbe4
Deepnest	Deepnest_39.unity	Dream_Gate_Set_Lock	Control	12588	Deepnest/Deepnest_39.unity/Dream_Gate_Set_Lock__Control__fsm_12588.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	cb384794710a0fc3c8f74748870e40af1084cfd7bb0b1723d38a710d9b23726a
Deepnest	Deepnest_39.unity	Dream_Gate_Set_Lock	Control	12589	Deepnest/Deepnest_39.unity/Dream_Gate_Set_Lock__Control__fsm_12589.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	7bb08762358c83815ca766839a18cf9ddec36b8b56c3a7b942ce657f9bfc7dc5
Deepnest	Deepnest_39.unity	Dream_Gate_Set_Lock	Control	12590	Deepnest/Deepnest_39.unity/Dream_Gate_Set_Lock__Control__fsm_12590.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	4a53cc79f1f6df244fda242f69eb109b376e77ca1aa6b6619c108fba5907d62f
Deepnest	Deepnest_39.unity	Dream_Gate_Set_Lock	Deparent	12739	Deepnest/Deepnest_39.unity/Dream_Gate_Set_Lock__Deparent__fsm_12739.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	1ec824df1804662f4bdad8b68dfc295cc887d6bf45c2b2861f3e1892450aa287
Deepnest	Deepnest_39.unity	Dream_Gate_Set_Lock	Deparent	12740	Deepnest/Deepnest_39.unity/Dream_Gate_Set_Lock__Deparent__fsm_12740.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	324324434dc59ad3672c64cd3a8bf6392a7669ea72b340dd84695fde1eeb661c
Deepnest	Deepnest_39.unity	Dream_Gate_Set_Lock	Deparent	12741	Deepnest/Deepnest_39.unity/Dream_Gate_Set_Lock__Deparent__fsm_12741.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	10dc8efa81c3f296116966aac500e5aff14fc9b75000c1b7e6aa7a974454565b
Deepnest	Deepnest_39.unity	Dream_Gate_Set_Lock	Deparent	12742	Deepnest/Deepnest_39.unity/Dream_Gate_Set_Lock__Deparent__fsm_12742.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	ec620c220d7d1222850814a71bd4ac3d3a2fbbff9f59e74af02f9a8ab56e1a0b
Deepnest	Deepnest_39.unity	EnemyDetector	enemy_message	11809	Deepnest/Deepnest_39.unity/EnemyDetector__enemy_message__fsm_11809.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	9d11c1a17c304e1008589253a3344b8f5f0a9dea0a3f3eec7e9b221d66073b59
Deepnest	Deepnest_39.unity	EnemyDetector	enemy_message	11990	Deepnest/Deepnest_39.unity/EnemyDetector__enemy_message__fsm_11990.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	f3058fd59f80c96c4ed00f7c1313e18e3dc0a7872c47f310af5ff71d2baed77c
Deepnest	Deepnest_39.unity	Enemy_Msg	enemy_message	11707	Deepnest/Deepnest_39.unity/Enemy_Msg__enemy_message__fsm_11707.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	e2205595606700270011ba654f03ca0f8ce9cc0788850fc01e3e91b616f44312
Deepnest	Deepnest_39.unity	Enemy_Msg	enemy_message	11814	Deepnest/Deepnest_39.unity/Enemy_Msg__enemy_message__fsm_11814.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	d0e0da6003383d7acce28f2a08c7dfc88ec698fb4a4318b7a13f88ce3d03d02f
Deepnest	Deepnest_39.unity	Enemy_Msg	enemy_message	11938	Deepnest/Deepnest_39.unity/Enemy_Msg__enemy_message__fsm_11938.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	a7feee8f8a0c8fd13331891fcc11a8720de316a5cc2049a8b8334e30b5176d69
Deepnest	Deepnest_39.unity	Enemy_Msg	enemy_message	11954	Deepnest/Deepnest_39.unity/Enemy_Msg__enemy_message__fsm_11954.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	a22f41c63058c968894abaf84bbf02f4187c22d2f0592632b017472b4a97b160
Deepnest	Deepnest_39.unity	Enemy_Msg	enemy_message	12004	Deepnest/Deepnest_39.unity/Enemy_Msg__enemy_message__fsm_12004.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	d2001c461ad78495f691c6eb86f23fb187cce77ae5cccb0eb2d852c255f26b68
Deepnest	Deepnest_39.unity	Enemy_Msg	enemy_message	12010	Deepnest/Deepnest_39.unity/Enemy_Msg__enemy_message__fsm_12010.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	42bfffbe2499e109e0eb2d8b957deadbc490cdb9af11e5b523a0bdcbcbec8366
Deepnest	Deepnest_39.unity	Geo_Rock_Deepnest__1	Geo Rock	11744	Deepnest/Deepnest_39.unity/Geo_Rock_Deepnest__1__Geo_Rock__fsm_11744.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	a3478ab39975b23161ccfc20123f9b9eb502e54263ca0d2f7c6e47ecde3da950
Deepnest	Deepnest_39.unity	Geo_Rock_Deepnest__2	Geo Rock	11794	Deepnest/Deepnest_39.unity/Geo_Rock_Deepnest__2__Geo_Rock__fsm_11794.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	c4550bcd04d8e25b3aecabb734a36a441d1fe41eed636cb25f60d79df6e96176
Deepnest	Deepnest_39.unity	Geo_Rock_Deepnest	Geo Rock	11843	Deepnest/Deepnest_39.unity/Geo_Rock_Deepnest__Geo_Rock__fsm_11843.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	8c3e789680c31b31d081c730c82d1e292d7d496c74097c878e9c79608647bca6
Deepnest	Deepnest_39.unity	Grub_Bottle	Bottle Control	11931	Deepnest/Deepnest_39.unity/Grub_Bottle__Bottle_Control__fsm_11931.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	4d474f94556abdf398bdb3fc5f186fc983b091240c3925721ee6e93003da1b94
Deepnest	Deepnest_39.unity	Grub	Grub Control	11933	Deepnest/Deepnest_39.unity/Grub__Grub_Control__fsm_11933.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	8cbf20d93a4856d16036261d0815a5363bbc04cf97764b9c5860bbb54447e48f
Deepnest	Deepnest_39.unity	Hero_Blocker	Shadow Dash	12617	Deepnest/Deepnest_39.unity/Hero_Blocker__Shadow_Dash__fsm_12617.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	757d13a04f8ae23da1e65ab38c8aee2a5c9717559c0089d7b576b79b0a42076f
Deepnest	Deepnest_39.unity	Hero_Blocker	Shadow Dash	12618	Deepnest/Deepnest_39.unity/Hero_Blocker__Shadow_Dash__fsm_12618.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	5e851df32efcbe6fc3a87f08eac340ca17aa4cece0c4a17bb1b11c6bb4370b7d
Deepnest	Deepnest_39.unity	Hero_Blocker	Shadow Dash	12619	Deepnest/Deepnest_39.unity/Hero_Blocker__Shadow_Dash__fsm_12619.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	77cab0f7dab3e06c114f26b54e6f0bcefeb492d6114172269740a89154bb81e7
Deepnest	Deepnest_39.unity	Hero_Blocker	Shadow Dash	12620	Deepnest/Deepnest_39.unity/Hero_Blocker__Shadow_Dash__fsm_12620.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	c70f6f0cfdba2fcf34558b53a7df96cfd4c36dc53c28587c940f79bd920a809d
Deepnest	Deepnest_39.unity	Hero_Range	FSM	11873	Deepnest/Deepnest_39.unity/Hero_Range__FSM__fsm_11873.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	ee64020e5132ec74abf93ead02781ffe203dada1cb2d26755c096b11c9790d8b
Deepnest	Deepnest_39.unity	Hero_Range	FSM	11947	Deepnest/Deepnest_39.unity/Hero_Range__FSM__fsm_11947.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	02c5fb1c4832f3dcf9f5e1f4f409fdd35a9e66900bfacd3067c027881a1d4f5c
Deepnest	Deepnest_39.unity	Hero_Range	FSM	12022	Deepnest/Deepnest_39.unity/Hero_Range__FSM__fsm_12022.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	26354a34cbdddf9d725c6bb9713b74c88db861b8ce6f410c79bedcf5dc9f6baf
Deepnest	Deepnest_39.unity	Hollow_Shade_Marker__1	Spawn Offset	11674	Deepnest/Deepnest_39.unity/Hollow_Shade_Marker__1__Spawn_Offset__fsm_11674.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	1293e89837ef0ffdfa42cd63436723552fc5b442c8f6b5c798606b02a6a24b6f
Deepnest	Deepnest_39.unity	Hollow_Shade_Marker__2	Spawn Offset	11757	Deepnest/Deepnest_39.unity/Hollow_Shade_Marker__2__Spawn_Offset__fsm_11757.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	af683762458693a8290fe7fd049d4630fcef36e903f02a2797fccba3c2b16041
Deepnest	Deepnest_39.unity	Hollow_Shade_Marker__3	Spawn Offset	11653	Deepnest/Deepnest_39.unity/Hollow_Shade_Marker__3__Spawn_Offset__fsm_11653.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	1b48d5a7a032c38136be0da8b05a5083f44dfe38ec342d4982f540d43208e5c5
Deepnest	Deepnest_39.unity	Hollow_Shade_Marker__4	Spawn Offset	11784	Deepnest/Deepnest_39.unity/Hollow_Shade_Marker__4__Spawn_Offset__fsm_11784.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	1c6762f77a564d8515333a4064250959436730c892f17c46ea613222eb8c84ad
Deepnest	Deepnest_39.unity	Hollow_Shade_Marker	Spawn Offset	11675	Deepnest/Deepnest_39.unity/Hollow_Shade_Marker__Spawn_Offset__fsm_11675.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	d366daa129b3b8999b07f1964279be68440c28b77bd3a64de4f66993c8a0dc13
Deepnest	Deepnest_39.unity	One_Way_Wall__1	break_floor	11946	Deepnest/Deepnest_39.unity/One_Way_Wall__1__break_floor__fsm_11946.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	6005580790f6394a1a7412ce2c4fa8b6ef7aa4e825cc060eb0ad72b074087273
Deepnest	Deepnest_39.unity	One_Way_Wall	break_floor	11874	Deepnest/Deepnest_39.unity/One_Way_Wall__break_floor__fsm_11874.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	ab28dd3212daa6bdab7726801051c6fb67c4a2c699c197ae050e6dc70944fb3f
Deepnest	Deepnest_39.unity	Patrol_Range	Deparent	11690	Deepnest/Deepnest_39.unity/Patrol_Range__Deparent__fsm_11690.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	4024de8aef013a1007f04345544acf67103a8702cb1dda28df5f74c287abfe0f
Deepnest	Deepnest_39.unity	Patrol_Range	Deparent	11729	Deepnest/Deepnest_39.unity/Patrol_Range__Deparent__fsm_11729.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	8e8951fbb6b29286450589dcabf8a4e54ad3aad9156e4e460fc3f9dba6dcd006
Deepnest	Deepnest_39.unity	Patrol_Range	Deparent	11899	Deepnest/Deepnest_39.unity/Patrol_Range__Deparent__fsm_11899.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	a482591cfb215b537cc7223630e6ee929142040d130dc0407e7b04c8a0317bd5
Deepnest	Deepnest_39.unity	Patrol_Range	Deparent	11971	Deepnest/Deepnest_39.unity/Patrol_Range__Deparent__fsm_11971.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	ce81c3aa3edd5856eb80bd6dff05e81de7c483588861ce4835cb97db41868233
Deepnest	Deepnest_39.unity	Patrol_Range	FSM	11683	Deepnest/Deepnest_39.unity/Patrol_Range__FSM__fsm_11683.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	cad1626139edf7f5b742d58079b424cb389d2ae4e88a4c3365811ae9434fc5a8
Deepnest	Deepnest_39.unity	Patrol_Range	FSM	11740	Deepnest/Deepnest_39.unity/Patrol_Range__FSM__fsm_11740.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	22c9a38dc1f76596fe15899d9d64a7167e9b61d151bd60df72c593e7bba760c5
Deepnest	Deepnest_39.unity	Patrol_Range	FSM	11906	Deepnest/Deepnest_39.unity/Patrol_Range__FSM__fsm_11906.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	d3b52ee02fcc49ff7b47e6988921a28b2ca4eaef5830b0ebd4ca5b1ad10ab05b
Deepnest	Deepnest_39.unity	Patrol_Range	FSM	11966	Deepnest/Deepnest_39.unity/Patrol_Range__FSM__fsm_11966.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	1d46a70cc17edf9d5cf8dec4c5174f805ffdf370c45e5cdf6255b82ab60bc4ac
Deepnest	Deepnest_39.unity	Pin_Range	Set Pinned	11656	Deepnest/Deepnest_39.unity/Pin_Range__Set_Pinned__fsm_11656.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	4d17b1d23954caa47dbd76e95bf3ad6c19233a0cbe52beed5b870ea2e0d14fd7
Deepnest	Deepnest_39.unity	PlayMaker_Unity_2D	PlayMaker Unity 2D	11860	Deepnest/Deepnest_39.unity/PlayMaker_Unity_2D__PlayMaker_Unity_2D__fsm_11860.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	a2f61e61519526e79230729b3946ea009cd1a0f6bdcb8f2f7fc31b3b638d9c6a
Deepnest	Deepnest_39.unity	Remasker	unmasker	11764	Deepnest/Deepnest_39.unity/Remasker__unmasker__fsm_11764.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	53ebffde6a232094c5b90f4f618ace2a937baa0234dac7a3167ae6c2725c9af3
Deepnest	Deepnest_39.unity	S1	nail_clash_tink	11695	Deepnest/Deepnest_39.unity/S1__nail_clash_tink__fsm_11695.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	57e174ba63136d1ac684db80f2e6636e906aef34b60884d71c29306cd69cbb1c
Deepnest	Deepnest_39.unity	S1	nail_clash_tink	11735	Deepnest/Deepnest_39.unity/S1__nail_clash_tink__fsm_11735.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	b9ffc8d90c8f3ebef2dbf13869128d866f78f22ba61c05ca91466215eeff5779
Deepnest	Deepnest_39.unity	S1	nail_clash_tink	11893	Deepnest/Deepnest_39.unity/S1__nail_clash_tink__fsm_11893.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	533ed3ef1548bf68d1cfd7138c563792a13a3a239c08b3c92ff36080c1ef04cc
Deepnest	Deepnest_39.unity	S1	nail_clash_tink	11978	Deepnest/Deepnest_39.unity/S1__nail_clash_tink__fsm_11978.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	1ad594316516053f84e5335800a62ff744f9ee9cfdbcf40d3cafae940e4846fe
Deepnest	Deepnest_39.unity	S2	nail_clash_tink	11684	Deepnest/Deepnest_39.unity/S2__nail_clash_tink__fsm_11684.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	517795938f1ebd2709eefa0e4b99f1f48ae6ad37e01a1214ea093cbf78478b70
Deepnest	Deepnest_39.unity	S2	nail_clash_tink	11741	Deepnest/Deepnest_39.unity/S2__nail_clash_tink__fsm_11741.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	03feb502864b7d4e1345152af57bc0292c818c8ffe37aeb78b9bb6caa7183a66
Deepnest	Deepnest_39.unity	S2	nail_clash_tink	11907	Deepnest/Deepnest_39.unity/S2__nail_clash_tink__fsm_11907.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	e02b884dfc2c7aca2d320c08fb5d3c2303b0730fa939211eb435c72142d0f45b
Deepnest	Deepnest_39.unity	S2	nail_clash_tink	11965	Deepnest/Deepnest_39.unity/S2__nail_clash_tink__fsm_11965.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	0c9f26b3bba1d37f8784106c3f484efced697168760dc3d30604a6e312b62ebd
Deepnest	Deepnest_39.unity	S3	nail_clash_tink	11694	Deepnest/Deepnest_39.unity/S3__nail_clash_tink__fsm_11694.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	f14e678e0a5ddd32d1764a63de1693c17e2d96433eca99aa0495c03d77443b99
Deepnest	Deepnest_39.unity	S3	nail_clash_tink	11737	Deepnest/Deepnest_39.unity/S3__nail_clash_tink__fsm_11737.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	b94e6d8da955e07b683d3fedd3e65802e1523a871587d963a8cd127aa7167d4c
Deepnest	Deepnest_39.unity	S3	nail_clash_tink	11895	Deepnest/Deepnest_39.unity/S3__nail_clash_tink__fsm_11895.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	da2cfc8d8e717ab2cf6b437e3ebd7f37d25a530c36a3845ea70c675e5bb4bee1
Deepnest	Deepnest_39.unity	S3	nail_clash_tink	11975	Deepnest/Deepnest_39.unity/S3__nail_clash_tink__fsm_11975.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	f3ef4c14cf34d13f05fa6ac710a92dba83fe0c983d5a6d7c0ba380f196214744
Deepnest	Deepnest_39.unity	SceneManager	Music Control	11830	Deepnest/Deepnest_39.unity/SceneManager__Music_Control__fsm_11830.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	01f4e77c1165d663c122f161d17604478bddd9c89a22c58868948351a60d6ffd
Deepnest	Deepnest_39.unity	Secret_Mask__1	unmasker	11796	Deepnest/Deepnest_39.unity/Secret_Mask__1__unmasker__fsm_11796.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	611d4f8b2d0a7f2447388a5a02d751ea5f224fdc0f011e00ab6e62be13a3b784
Deepnest	Deepnest_39.unity	Secret_Mask	unmasker	11822	Deepnest/Deepnest_39.unity/Secret_Mask__unmasker__fsm_11822.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	b5689ebdecb2d1bcf2c16f66f3106a1494757cdb529b035f9c4538b719c738e6
Deepnest	Deepnest_39.unity	Slash_Spider__2	Set Invincible	11682	Deepnest/Deepnest_39.unity/Slash_Spider__2__Set_Invincible__fsm_11682.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	8c69896b030b7ad3d168d911609ed0c69e5bf5bd2e0956ab439bb76c7f21b7f8
Deepnest	Deepnest_39.unity	Slash_Spider__2	Slash Spider	11688	Deepnest/Deepnest_39.unity/Slash_Spider__2__Slash_Spider__fsm_11688.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	da4e19e42f89956584ab85b21f6b81328d688fa64f63fa26d51d6e94eaec4cc2
Deepnest	Deepnest_39.unity	Slash_Spider__3	Set Invincible	11905	Deepnest/Deepnest_39.unity/Slash_Spider__3__Set_Invincible__fsm_11905.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	562d6cffcf74b597e434c9f58baa6907a6bdbf66e9d4d5614da1d1c7ffc8468d
Deepnest	Deepnest_39.unity	Slash_Spider__3	Slash Spider	11898	Deepnest/Deepnest_39.unity/Slash_Spider__3__Slash_Spider__fsm_11898.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	0bff6068f26437203dc87a3a4c57b6817b91139da4c1797fa6d50703aab48c40
Deepnest	Deepnest_39.unity	Slash_Spider__4	Set Invincible	11742	Deepnest/Deepnest_39.unity/Slash_Spider__4__Set_Invincible__fsm_11742.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	f4ec9f9f87ed17ea905edc62ec0a5976cbe11f8d2f73b2d6d5b4b011f017215d
Deepnest	Deepnest_39.unity	Slash_Spider__4	Slash Spider	11731	Deepnest/Deepnest_39.unity/Slash_Spider__4__Slash_Spider__fsm_11731.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	e101d9cbfe54972b70dcddf5efd090d8c9b09cebba78f2ba8abb38a501c84512
Deepnest	Deepnest_39.unity	Slash_Spider	Set Invincible	11967	Deepnest/Deepnest_39.unity/Slash_Spider__Set_Invincible__fsm_11967.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	1bdd68da0fb0a87c0b1b62dbc437581af64fe073e4c76cf37aaf1d29db807f6d
Deepnest	Deepnest_39.unity	Slash_Spider	Slash Spider	11973	Deepnest/Deepnest_39.unity/Slash_Spider__Slash_Spider__fsm_11973.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	d5f3226d19d5232efb48e8a7583cd6d4ed31f04de87bea614ae5f28eef3e3653
Deepnest	Deepnest_39.unity	Spider_Flyer__10	Control	11697	Deepnest/Deepnest_39.unity/Spider_Flyer__10__Control__fsm_11697.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	d0fd5248ad89c46785ccc14bd4631ef0abac77a98810df4088e5e2c06bfad3c5
Deepnest	Deepnest_39.unity	Spider_Flyer__10	FSM	12056	Deepnest/Deepnest_39.unity/Spider_Flyer__10__FSM__fsm_12056.md	D:/SteamLibrary/steamapps/common/Hollow Knight/hollow_knight_Data/level297	b10f81ff58f73767cddcaf1b8377f976467f20438da1880f19cf7b8d29e1bc16
